ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
2258,West Bengal,Durgapur,Locality_150,Apartment,2,4431,76.22,0.02,2023,Furnished,26,25,2,4,10,Low,Yes,Yes,"Garden, Gym",North,Owner,Ready_to_Move
2259,Maharashtra,Pune,Locality_64,Villa,1,4911,156.74,0.03,2018,Semi-furnished,22,4,7,5,10,Low,Yes,Yes,"Garden, Playground, Pool, Clubhouse, Gym",South,Broker,Under_Construction
2260,Chhattisgarh,Bilaspur,Locality_160,Independent House,4,1659,24.94,0.02,1999,Semi-furnished,19,10,26,4,5,Medium,Yes,No,Gym,West,Builder,Under_Construction
2261,Gujarat,Surat,Locality_292,Apartment,4,1537,482.56,0.31,2012,Unfurnished,5,5,13,2,7,Low,No,Yes,Garden,South,Broker,Under_Construction
2262,Telangana,Hyderabad,Locality_183,Independent House,3,3348,388.08,0.12,2008,Unfurnished,12,4,17,4,10,Medium,No,Yes,Pool,South,Owner,Ready_to_Move
2263,Odisha,Cuttack,Locality_193,Independent House,2,2957,201.81,0.07,1998,Unfurnished,9,28,27,1,9,Medium,Yes,Yes,"Playground, Pool, Clubhouse",North,Broker,Ready_to_Move
2264,Odisha,Bhubaneswar,Locality_371,Independent House,1,1945,251.85,0.13,1997,Furnished,18,28,28,10,6,Medium,Yes,No,"Pool, Clubhouse",South,Owner,Under_Construction
2265,Uttar Pradesh,Noida,Locality_453,Apartment,3,2751,19.41,0.01,1994,Furnished,18,16,31,1,9,Low,No,Yes,"Garden, Clubhouse, Gym",East,Broker,Ready_to_Move
2266,Kerala,Kochi,Locality_240,Villa,4,2700,75.88,0.03,1994,Furnished,18,6,31,6,10,High,No,Yes,Clubhouse,East,Builder,Ready_to_Move
2267,Haryana,Faridabad,Locality_445,Independent House,4,4774,40.92,0.01,2002,Semi-furnished,21,21,23,4,3,High,Yes,Yes,"Gym, Pool, Playground, Clubhouse, Garden",North,Owner,Under_Construction
2268,Kerala,Trivandrum,Locality_243,Independent House,5,1591,80.33,0.05,2007,Unfurnished,21,21,18,5,5,Medium,Yes,No,"Garden, Clubhouse, Gym",North,Owner,Under_Construction
2269,Karnataka,Bangalore,Locality_449,Independent House,5,1827,138.44,0.08,2018,Unfurnished,10,2,7,2,10,High,No,No,"Clubhouse, Pool, Playground, Gym, Garden",North,Builder,Ready_to_Move
2270,Delhi,Dwarka,Locality_149,Independent House,2,2338,373.39,0.16,1996,Unfurnished,17,13,29,5,2,High,No,Yes,"Garden, Pool, Playground",South,Broker,Ready_to_Move
2271,Jharkhand,Ranchi,Locality_78,Apartment,3,2467,170.94,0.07,2000,Furnished,30,3,25,8,9,Medium,Yes,No,"Playground, Gym, Clubhouse, Garden, Pool",West,Owner,Under_Construction
2272,Rajasthan,Jodhpur,Locality_238,Independent House,3,4367,69.02,0.02,1997,Semi-furnished,11,10,28,4,10,Medium,Yes,No,Gym,West,Owner,Under_Construction
2273,Chhattisgarh,Bilaspur,Locality_57,Villa,1,3019,320.94,0.11,2014,Unfurnished,10,17,11,6,7,High,No,Yes,"Pool, Garden, Playground, Gym, Clubhouse",South,Builder,Ready_to_Move
2274,Karnataka,Bangalore,Locality_442,Villa,1,2824,344.77,0.12,2006,Furnished,8,4,19,2,3,High,No,No,"Garden, Clubhouse",South,Broker,Under_Construction
2275,Gujarat,Ahmedabad,Locality_487,Independent House,5,1373,291.91,0.21,2021,Semi-furnished,15,10,4,1,7,Low,Yes,No,"Gym, Clubhouse, Pool, Playground",East,Broker,Ready_to_Move
2276,Telangana,Warangal,Locality_201,Apartment,1,2792,144.45,0.05,2012,Semi-furnished,15,8,13,10,9,High,No,Yes,"Playground, Garden, Pool, Gym, Clubhouse",North,Broker,Under_Construction
2277,Gujarat,Ahmedabad,Locality_50,Apartment,4,2381,69.83,0.03,2005,Furnished,14,10,20,8,5,Medium,No,Yes,"Gym, Clubhouse, Pool, Playground, Garden",East,Builder,Under_Construction
2278,Karnataka,Bangalore,Locality_445,Villa,1,3734,159.37,0.04,1998,Furnished,1,28,27,3,9,Low,Yes,No,"Playground, Clubhouse",West,Owner,Ready_to_Move
2279,Andhra Pradesh,Vijayawada,Locality_313,Villa,5,2376,39.99,0.02,2011,Unfurnished,6,10,14,10,3,High,Yes,No,"Garden, Gym",West,Builder,Under_Construction
2280,Odisha,Bhubaneswar,Locality_263,Villa,3,3949,136.03,0.03,2014,Semi-furnished,23,19,11,5,2,Low,Yes,Yes,"Clubhouse, Pool, Playground",West,Owner,Under_Construction
2281,Gujarat,Ahmedabad,Locality_252,Independent House,4,2590,313.63,0.12,2003,Unfurnished,9,4,22,3,1,Low,Yes,Yes,"Gym, Playground",East,Owner,Under_Construction
2282,Kerala,Trivandrum,Locality_287,Independent House,2,2343,237.52,0.1,2006,Furnished,12,27,19,8,9,Medium,No,Yes,Gym,East,Owner,Ready_to_Move
2283,Karnataka,Mysore,Locality_345,Apartment,1,3795,437.46,0.12,1995,Semi-furnished,27,25,30,2,3,Medium,No,No,"Clubhouse, Gym, Garden",East,Owner,Under_Construction
2284,Maharashtra,Mumbai,Locality_315,Independent House,5,1095,166.26,0.15,2009,Furnished,4,1,16,8,8,High,No,No,"Gym, Playground",East,Owner,Ready_to_Move
2285,Kerala,Trivandrum,Locality_384,Villa,4,4938,134.01,0.03,2023,Semi-furnished,23,14,2,3,8,Medium,No,Yes,Playground,West,Owner,Under_Construction
2286,Jharkhand,Jamshedpur,Locality_445,Apartment,2,2006,206.92,0.1,1999,Unfurnished,18,14,26,9,10,Medium,No,Yes,"Gym, Playground, Pool, Garden",East,Broker,Under_Construction
2287,Uttarakhand,Haridwar,Locality_322,Villa,3,962,204.09,0.21,2006,Semi-furnished,15,21,19,9,9,High,Yes,Yes,Garden,North,Builder,Under_Construction
2288,Tamil Nadu,Chennai,Locality_324,Independent House,1,2141,95.52,0.04,2005,Unfurnished,3,24,20,9,1,High,Yes,Yes,Playground,North,Broker,Ready_to_Move
2289,Haryana,Gurgaon,Locality_325,Villa,1,4661,358.16,0.08,1995,Unfurnished,28,9,30,8,6,High,Yes,Yes,Gym,South,Builder,Under_Construction
2290,Kerala,Trivandrum,Locality_33,Villa,5,4590,151.26,0.03,2012,Furnished,28,8,13,5,10,High,No,Yes,"Playground, Pool, Gym, Garden, Clubhouse",West,Owner,Under_Construction
2291,Bihar,Gaya,Locality_195,Villa,3,710,434.44,0.61,2015,Furnished,7,5,10,6,8,Low,Yes,Yes,"Clubhouse, Gym, Playground",East,Owner,Ready_to_Move
2292,Chhattisgarh,Raipur,Locality_141,Villa,2,2638,357.28,0.14,2014,Unfurnished,11,15,11,7,4,Low,No,No,"Pool, Playground, Gym, Clubhouse",North,Broker,Under_Construction
2293,Assam,Guwahati,Locality_261,Apartment,4,2332,378.75,0.16,2011,Semi-furnished,21,10,14,2,10,Low,Yes,Yes,Playground,North,Builder,Under_Construction
2294,Odisha,Cuttack,Locality_213,Apartment,3,1833,14.84,0.01,2007,Furnished,26,28,18,3,3,Medium,Yes,No,"Garden, Pool, Clubhouse",East,Builder,Under_Construction
2295,West Bengal,Durgapur,Locality_47,Independent House,4,4703,64.09,0.01,2011,Unfurnished,21,5,14,8,10,Medium,No,Yes,Gym,North,Owner,Ready_to_Move
2296,Assam,Guwahati,Locality_347,Villa,3,2715,46.95,0.02,1991,Semi-furnished,13,1,34,8,8,Low,No,No,Clubhouse,West,Owner,Ready_to_Move
2297,Bihar,Gaya,Locality_91,Independent House,5,811,493.36,0.61,1997,Unfurnished,15,2,28,4,8,Medium,Yes,No,"Clubhouse, Garden, Gym, Playground, Pool",North,Owner,Ready_to_Move
2298,Punjab,Ludhiana,Locality_187,Independent House,3,3096,379.95,0.12,2022,Unfurnished,26,3,3,1,9,Medium,Yes,Yes,"Clubhouse, Pool, Garden",West,Builder,Ready_to_Move
2299,Uttar Pradesh,Lucknow,Locality_53,Independent House,3,3931,426.55,0.11,2018,Furnished,6,26,7,9,5,Medium,No,Yes,"Garden, Gym",North,Builder,Ready_to_Move
2300,Tamil Nadu,Coimbatore,Locality_303,Independent House,3,2605,54.94,0.02,2009,Unfurnished,1,26,16,3,8,Medium,No,No,"Garden, Pool, Playground, Gym",South,Owner,Under_Construction
2301,Haryana,Gurgaon,Locality_356,Independent House,5,3007,95.31,0.03,1991,Furnished,14,17,34,3,4,Medium,Yes,No,"Playground, Pool, Gym",North,Owner,Ready_to_Move
2302,Gujarat,Surat,Locality_401,Apartment,2,2049,287.65,0.14,1995,Unfurnished,5,23,30,6,6,High,Yes,No,Clubhouse,East,Owner,Under_Construction
2303,Bihar,Gaya,Locality_406,Apartment,1,3156,284.32,0.09,2000,Semi-furnished,22,30,25,2,1,Medium,Yes,No,"Garden, Pool, Gym, Playground, Clubhouse",West,Builder,Ready_to_Move
2304,Punjab,Ludhiana,Locality_210,Apartment,1,1236,240.15,0.19,2007,Unfurnished,25,20,18,9,3,High,No,No,"Garden, Clubhouse, Pool, Playground, Gym",East,Broker,Under_Construction
2305,Gujarat,Ahmedabad,Locality_254,Independent House,4,3238,191.08,0.06,2008,Furnished,20,18,17,3,2,Low,No,No,"Pool, Playground, Clubhouse",North,Builder,Under_Construction
2306,Maharashtra,Nagpur,Locality_217,Independent House,4,1926,228.04,0.12,2002,Unfurnished,21,6,23,3,1,High,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",East,Builder,Under_Construction
2307,Haryana,Gurgaon,Locality_473,Independent House,5,797,138.67,0.17,1992,Semi-furnished,3,2,33,2,10,High,Yes,No,"Garden, Gym, Pool, Clubhouse, Playground",East,Owner,Ready_to_Move
2308,Kerala,Kochi,Locality_236,Apartment,4,1015,19.92,0.02,1996,Semi-furnished,11,3,29,8,7,Medium,Yes,No,"Garden, Gym, Pool, Playground",South,Owner,Ready_to_Move
2309,Jharkhand,Ranchi,Locality_495,Apartment,3,4188,394.63,0.09,2010,Unfurnished,28,21,15,1,6,Low,Yes,No,"Gym, Garden, Clubhouse, Playground",West,Broker,Ready_to_Move
2310,Uttar Pradesh,Lucknow,Locality_78,Villa,1,1491,105.92,0.07,2017,Furnished,29,19,8,6,10,High,No,No,"Garden, Clubhouse, Gym, Pool",North,Broker,Under_Construction
2311,Gujarat,Ahmedabad,Locality_210,Apartment,5,3324,242.78,0.07,2001,Semi-furnished,11,10,24,4,10,High,No,Yes,"Playground, Pool, Garden, Gym",South,Broker,Ready_to_Move
2312,Uttarakhand,Dehradun,Locality_191,Apartment,5,571,398.15,0.7,2003,Semi-furnished,17,16,22,1,8,Medium,Yes,Yes,"Gym, Garden, Playground, Clubhouse",North,Owner,Under_Construction
2313,Andhra Pradesh,Vijayawada,Locality_491,Independent House,3,4297,77.66,0.02,1993,Furnished,23,21,32,3,3,Low,No,No,"Pool, Playground, Gym",North,Broker,Under_Construction
2314,Telangana,Warangal,Locality_95,Villa,2,2747,482.82,0.18,2012,Unfurnished,10,20,13,9,5,High,Yes,Yes,Clubhouse,East,Owner,Ready_to_Move
2315,Assam,Silchar,Locality_357,Independent House,4,3306,335.93,0.1,2013,Furnished,2,22,12,10,5,Low,No,Yes,"Clubhouse, Garden",North,Builder,Ready_to_Move
2316,Haryana,Gurgaon,Locality_193,Villa,5,1754,402.13,0.23,2010,Unfurnished,12,3,15,1,10,Medium,No,No,"Playground, Garden, Pool, Clubhouse",North,Owner,Under_Construction
2317,Delhi,Dwarka,Locality_281,Villa,5,1937,160.41,0.08,1996,Unfurnished,19,1,29,8,1,High,No,No,"Garden, Clubhouse, Gym",West,Builder,Under_Construction
2318,Andhra Pradesh,Vishakhapatnam,Locality_204,Independent House,1,2198,232.99,0.11,1999,Semi-furnished,10,5,26,2,7,High,No,Yes,Pool,South,Builder,Ready_to_Move
2319,Tamil Nadu,Coimbatore,Locality_326,Villa,2,3761,96.09,0.03,2008,Furnished,20,7,17,1,4,Medium,Yes,Yes,"Clubhouse, Pool, Garden, Gym, Playground",South,Builder,Under_Construction
2320,Gujarat,Ahmedabad,Locality_42,Villa,3,4922,442.5,0.09,2017,Furnished,23,8,8,4,8,High,Yes,Yes,"Gym, Garden",North,Broker,Under_Construction
2321,West Bengal,Durgapur,Locality_267,Apartment,5,1609,176.43,0.11,1990,Unfurnished,4,19,35,1,3,Medium,Yes,No,"Garden, Clubhouse",North,Broker,Ready_to_Move
2322,Odisha,Cuttack,Locality_142,Apartment,4,1030,226.54,0.22,1998,Furnished,6,25,27,8,5,Low,Yes,No,"Playground, Gym, Clubhouse",South,Owner,Under_Construction
2323,Haryana,Gurgaon,Locality_412,Apartment,1,4064,214.51,0.05,2007,Furnished,1,28,18,3,2,Low,Yes,No,Gym,South,Broker,Under_Construction
2324,Rajasthan,Jodhpur,Locality_195,Independent House,2,4970,325.12,0.07,2014,Semi-furnished,6,20,11,6,8,Low,Yes,No,Clubhouse,West,Builder,Under_Construction
2325,Maharashtra,Mumbai,Locality_462,Villa,5,4348,419.84,0.1,2010,Unfurnished,13,25,15,1,10,Medium,Yes,Yes,Garden,East,Broker,Ready_to_Move
2326,Punjab,Ludhiana,Locality_415,Independent House,1,4314,155.26,0.04,2023,Furnished,12,17,2,6,7,Medium,Yes,No,"Garden, Playground, Pool, Gym, Clubhouse",North,Owner,Ready_to_Move
2327,Andhra Pradesh,Vijayawada,Locality_478,Apartment,3,3815,100.63,0.03,1997,Unfurnished,29,21,28,1,7,Low,Yes,Yes,"Gym, Garden, Pool",South,Builder,Under_Construction
2328,Rajasthan,Jaipur,Locality_286,Independent House,2,3086,141.93,0.05,2005,Unfurnished,6,2,20,2,6,Low,Yes,Yes,"Gym, Garden, Pool, Playground",East,Broker,Ready_to_Move
2329,Bihar,Gaya,Locality_19,Apartment,4,2425,370.01,0.15,2017,Unfurnished,28,14,8,9,1,High,No,No,"Garden, Playground, Gym",West,Builder,Ready_to_Move
2330,Punjab,Ludhiana,Locality_341,Independent House,3,1491,371.57,0.25,2002,Furnished,17,20,23,8,10,Low,Yes,Yes,"Gym, Pool, Garden, Clubhouse, Playground",East,Builder,Under_Construction
2331,Haryana,Gurgaon,Locality_65,Apartment,2,2841,285.53,0.1,2011,Semi-furnished,1,5,14,8,2,Medium,No,Yes,"Clubhouse, Garden",East,Builder,Ready_to_Move
2332,Kerala,Trivandrum,Locality_397,Independent House,1,3764,164.39,0.04,2019,Semi-furnished,11,14,6,4,4,High,No,No,"Clubhouse, Garden",East,Broker,Ready_to_Move
2333,Jharkhand,Ranchi,Locality_250,Apartment,3,2698,157.14,0.06,1990,Furnished,23,4,35,8,1,Medium,No,No,"Gym, Pool, Clubhouse",North,Owner,Ready_to_Move
2334,Jharkhand,Ranchi,Locality_130,Independent House,2,4229,384.4,0.09,2011,Furnished,27,10,14,10,4,High,No,No,Playground,West,Builder,Ready_to_Move
2335,Maharashtra,Nagpur,Locality_496,Villa,1,4651,256.61,0.06,1998,Unfurnished,8,21,27,7,2,Low,No,No,"Garden, Pool, Playground",West,Owner,Under_Construction
2336,Punjab,Ludhiana,Locality_247,Independent House,2,2551,196.0,0.08,2005,Furnished,21,29,20,8,3,Medium,Yes,Yes,"Playground, Gym, Clubhouse, Garden",East,Builder,Ready_to_Move
2337,Madhya Pradesh,Bhopal,Locality_389,Apartment,4,2889,57.51,0.02,1994,Semi-furnished,15,25,31,8,10,High,No,Yes,"Playground, Pool, Garden",West,Builder,Under_Construction
2338,Rajasthan,Jaipur,Locality_13,Villa,2,2320,65.31,0.03,1997,Semi-furnished,26,6,28,10,10,Low,No,No,Pool,East,Broker,Ready_to_Move
2339,Karnataka,Bangalore,Locality_124,Apartment,5,3744,275.74,0.07,1994,Furnished,7,25,31,8,1,Medium,No,No,"Pool, Clubhouse, Gym, Playground, Garden",South,Broker,Ready_to_Move
2340,Tamil Nadu,Chennai,Locality_15,Independent House,2,1598,359.17,0.22,1992,Furnished,6,18,33,3,2,Low,Yes,No,"Garden, Pool, Gym, Playground",East,Builder,Under_Construction
2341,Bihar,Patna,Locality_344,Villa,2,4280,425.16,0.1,2008,Semi-furnished,9,17,17,10,9,High,Yes,Yes,Clubhouse,South,Builder,Under_Construction
2342,Kerala,Kochi,Locality_220,Apartment,5,1562,419.71,0.27,2009,Semi-furnished,8,14,16,3,2,Medium,Yes,Yes,"Garden, Clubhouse, Playground, Gym",West,Owner,Ready_to_Move
2343,Gujarat,Surat,Locality_188,Apartment,2,4283,38.01,0.01,2003,Semi-furnished,19,23,22,10,6,Medium,No,No,Playground,East,Broker,Under_Construction
2344,Andhra Pradesh,Vijayawada,Locality_109,Apartment,4,4992,398.68,0.08,2004,Unfurnished,5,26,21,10,3,High,No,Yes,"Clubhouse, Pool",South,Builder,Under_Construction
2345,Assam,Silchar,Locality_334,Villa,4,2667,428.7,0.16,2002,Furnished,9,14,23,9,4,High,No,No,"Gym, Playground, Pool, Clubhouse",North,Builder,Ready_to_Move
2346,Kerala,Kochi,Locality_237,Apartment,5,524,354.1,0.68,2006,Semi-furnished,1,27,19,6,3,Medium,Yes,No,"Playground, Pool",North,Broker,Under_Construction
2347,Tamil Nadu,Coimbatore,Locality_218,Independent House,1,1690,310.86,0.18,2018,Unfurnished,27,29,7,6,7,Medium,No,Yes,"Garden, Clubhouse, Pool, Playground, Gym",East,Broker,Under_Construction
2348,Kerala,Kochi,Locality_406,Independent House,5,2394,253.47,0.11,1990,Semi-furnished,4,3,35,6,2,Low,No,Yes,"Clubhouse, Garden, Pool",South,Builder,Ready_to_Move
2349,Madhya Pradesh,Indore,Locality_244,Independent House,4,3337,145.51,0.04,2001,Semi-furnished,14,4,24,9,5,Low,Yes,Yes,"Gym, Garden, Clubhouse, Playground, Pool",West,Owner,Ready_to_Move
2350,Uttarakhand,Dehradun,Locality_96,Villa,1,4576,422.14,0.09,2006,Furnished,3,15,19,3,4,Low,No,No,"Playground, Clubhouse, Garden",South,Owner,Ready_to_Move
2351,Rajasthan,Jaipur,Locality_318,Apartment,5,1947,357.97,0.18,2002,Furnished,19,8,23,5,3,Medium,No,No,"Gym, Pool, Clubhouse, Garden, Playground",West,Broker,Ready_to_Move
2352,Rajasthan,Jaipur,Locality_412,Independent House,2,4661,471.13,0.1,1994,Semi-furnished,13,25,31,7,5,Medium,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",West,Owner,Under_Construction
2353,West Bengal,Kolkata,Locality_177,Villa,5,3726,161.44,0.04,1995,Furnished,28,27,30,4,4,Low,Yes,No,"Pool, Playground",North,Builder,Ready_to_Move
2354,Odisha,Bhubaneswar,Locality_129,Villa,3,1789,449.58,0.25,2018,Semi-furnished,23,28,7,9,4,Medium,No,No,"Pool, Garden, Playground, Gym",East,Builder,Ready_to_Move
2355,West Bengal,Kolkata,Locality_269,Independent House,4,2953,85.33,0.03,1995,Furnished,9,25,30,7,8,Low,No,No,"Playground, Pool, Clubhouse, Gym, Garden",West,Broker,Ready_to_Move
2356,Bihar,Gaya,Locality_59,Independent House,3,3564,442.91,0.12,2009,Unfurnished,8,19,16,9,10,Low,Yes,No,"Pool, Gym",West,Builder,Ready_to_Move
2357,Uttarakhand,Dehradun,Locality_460,Villa,1,3285,99.98,0.03,2000,Unfurnished,26,13,25,2,7,Medium,No,Yes,"Playground, Gym",East,Broker,Under_Construction
2358,Madhya Pradesh,Indore,Locality_320,Villa,4,1775,47.97,0.03,2012,Unfurnished,22,6,13,6,2,High,Yes,No,"Clubhouse, Playground, Gym",East,Broker,Under_Construction
2359,Telangana,Warangal,Locality_160,Independent House,5,1045,34.82,0.03,1999,Semi-furnished,25,7,26,3,4,Medium,Yes,No,Playground,North,Builder,Ready_to_Move
2360,Chhattisgarh,Raipur,Locality_246,Independent House,1,785,427.19,0.54,2011,Furnished,14,29,14,2,2,High,No,No,Gym,North,Broker,Under_Construction
2361,Odisha,Bhubaneswar,Locality_455,Villa,1,4039,367.81,0.09,2014,Semi-furnished,23,28,11,5,4,High,Yes,Yes,"Playground, Gym, Garden, Clubhouse, Pool",South,Broker,Ready_to_Move
2362,Chhattisgarh,Bilaspur,Locality_122,Independent House,2,671,329.3,0.49,1991,Furnished,14,24,34,7,4,High,No,No,"Clubhouse, Garden, Gym, Pool, Playground",West,Broker,Under_Construction
2363,Uttar Pradesh,Lucknow,Locality_402,Villa,4,1501,11.2,0.01,2005,Furnished,0,3,20,5,5,Medium,Yes,No,"Playground, Gym, Pool, Garden",North,Builder,Ready_to_Move
2364,Rajasthan,Jodhpur,Locality_485,Apartment,5,3497,424.32,0.12,2014,Furnished,6,11,11,1,8,Low,Yes,No,"Pool, Playground, Clubhouse, Gym, Garden",West,Owner,Ready_to_Move
2365,Uttarakhand,Dehradun,Locality_420,Villa,1,1715,313.2,0.18,2018,Furnished,11,17,7,9,2,Low,No,No,"Pool, Garden",East,Builder,Under_Construction
2366,Delhi,New Delhi,Locality_87,Independent House,5,3121,454.54,0.15,1992,Semi-furnished,14,20,33,8,1,High,Yes,Yes,"Clubhouse, Pool",North,Broker,Ready_to_Move
2367,Assam,Guwahati,Locality_375,Villa,5,1611,367.2,0.23,1994,Unfurnished,30,27,31,3,2,High,No,No,"Gym, Garden, Pool",South,Broker,Under_Construction
2368,Bihar,Gaya,Locality_460,Apartment,5,2545,458.33,0.18,1999,Furnished,3,12,26,7,8,Low,No,Yes,Pool,West,Builder,Under_Construction
2369,Assam,Silchar,Locality_465,Independent House,3,1849,360.45,0.19,2022,Unfurnished,4,20,3,10,3,High,No,Yes,"Pool, Playground, Gym, Garden",West,Broker,Ready_to_Move
2370,Madhya Pradesh,Indore,Locality_63,Apartment,1,1598,441.5,0.28,2012,Semi-furnished,28,28,13,5,4,Low,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",East,Builder,Under_Construction
2371,Delhi,New Delhi,Locality_239,Independent House,2,1106,465.76,0.42,1992,Furnished,9,22,33,3,5,Medium,No,No,"Clubhouse, Pool, Gym, Garden",West,Builder,Under_Construction
2372,Jharkhand,Jamshedpur,Locality_341,Independent House,1,2135,80.49,0.04,2013,Furnished,7,2,12,5,9,Low,Yes,Yes,"Garden, Pool",West,Builder,Under_Construction
2373,Tamil Nadu,Coimbatore,Locality_132,Independent House,3,2994,480.98,0.16,1996,Unfurnished,15,8,29,2,6,High,Yes,Yes,"Playground, Clubhouse, Gym",North,Broker,Under_Construction
2374,Karnataka,Mysore,Locality_463,Independent House,5,3380,448.43,0.13,2003,Semi-furnished,26,28,22,6,2,Medium,No,Yes,"Clubhouse, Pool",South,Owner,Under_Construction
2375,Chhattisgarh,Bilaspur,Locality_173,Apartment,1,4789,25.66,0.01,1994,Semi-furnished,1,18,31,2,6,Low,Yes,Yes,"Gym, Pool, Playground, Garden",East,Builder,Ready_to_Move
2376,Assam,Guwahati,Locality_76,Apartment,3,4934,212.38,0.04,1992,Unfurnished,8,7,33,1,3,Medium,No,Yes,"Gym, Clubhouse, Playground, Pool",West,Owner,Ready_to_Move
2377,Uttar Pradesh,Noida,Locality_220,Independent House,4,4790,488.8,0.1,2011,Semi-furnished,17,19,14,9,8,Low,Yes,Yes,"Playground, Gym, Pool, Garden",East,Broker,Ready_to_Move
2378,Jharkhand,Jamshedpur,Locality_73,Independent House,3,4743,98.9,0.02,2011,Unfurnished,30,15,14,4,4,Medium,No,Yes,"Clubhouse, Pool, Gym, Playground",North,Broker,Under_Construction
2379,Chhattisgarh,Raipur,Locality_100,Villa,4,2076,323.67,0.16,2013,Semi-furnished,8,28,12,2,4,High,Yes,No,"Gym, Pool, Garden, Playground, Clubhouse",East,Builder,Ready_to_Move
2380,West Bengal,Kolkata,Locality_468,Apartment,4,4871,348.56,0.07,2014,Furnished,17,2,11,5,8,High,No,Yes,"Gym, Clubhouse",North,Broker,Under_Construction
2381,Gujarat,Ahmedabad,Locality_243,Villa,3,1270,48.82,0.04,2017,Furnished,1,9,8,5,7,Low,Yes,Yes,"Playground, Clubhouse, Pool, Gym",North,Builder,Ready_to_Move
2382,Haryana,Faridabad,Locality_48,Villa,5,1302,464.49,0.36,2008,Unfurnished,0,5,17,6,6,Low,No,Yes,"Clubhouse, Playground",East,Broker,Under_Construction
2383,Assam,Guwahati,Locality_194,Independent House,5,1118,307.2,0.27,2017,Semi-furnished,21,14,8,5,4,High,No,Yes,"Garden, Pool",East,Broker,Ready_to_Move
2384,Bihar,Gaya,Locality_26,Independent House,5,3771,296.49,0.08,2019,Semi-furnished,15,5,6,8,9,Medium,No,Yes,"Garden, Gym",East,Builder,Under_Construction
2385,Tamil Nadu,Chennai,Locality_171,Villa,1,3069,379.46,0.12,2012,Furnished,16,1,13,7,4,Low,Yes,No,Clubhouse,North,Broker,Ready_to_Move
2386,Uttar Pradesh,Noida,Locality_101,Apartment,2,2259,461.6,0.2,2009,Unfurnished,15,30,16,8,4,Low,No,Yes,"Garden, Clubhouse",East,Owner,Ready_to_Move
2387,Jharkhand,Ranchi,Locality_138,Apartment,5,2431,458.14,0.19,2013,Semi-furnished,25,9,12,1,3,Medium,Yes,No,"Garden, Gym",East,Owner,Ready_to_Move
2388,Odisha,Bhubaneswar,Locality_55,Independent House,1,2354,422.16,0.18,2019,Furnished,8,30,6,8,1,High,Yes,No,"Gym, Clubhouse",East,Broker,Ready_to_Move
2389,Delhi,Dwarka,Locality_199,Villa,4,3963,344.33,0.09,1992,Furnished,28,1,33,8,10,High,Yes,No,"Clubhouse, Pool, Gym, Playground, Garden",North,Builder,Under_Construction
2390,Assam,Silchar,Locality_165,Independent House,3,3179,308.98,0.1,1998,Semi-furnished,6,13,27,10,6,Medium,No,Yes,"Clubhouse, Playground, Gym",North,Owner,Ready_to_Move
